Bloco de Linhas,Bloco Pré-processado,Sentimento
Pânico na zona sul Pânico,pânic zon sul pânic,Neutro
"Certo, certo... Então irmão Volte a atenção pra você mesmo E pense como você tem vivido até hoje certo? Quem gosta de você é você mesmo, morô","cert , cert ... ent irm volt atenç pra pens viv hoj cert ? gost , morô",Neutro
"Nós somos racionais MC's DJ kljay, ice blue, edy rock e eu Brown Paz Pânico","racion mc 's dj kljay , ice blu , edy rock brown paz pânic",Neutro
"VAGABUNDA - E ai Edy...? EDY - Eu ja falei pro cê meu, é embaçado... Eu conheço o cara a mil anos, não tem condições...","vagabund - ai edy ... ? edy - ja fal pro cê , embaç ... conheç car mil ano , cond ...",Negativo
"VAGABUNDA - Deixa ele fora disso. EDY - Não fica meio..., fica muito.... VAGABUNDA - É entre eu e você... EDY - Não, não tem condições...","vagabund - deix diss . edy - fic mei ... , fic .... vagabund - ... edy - , cond ...",Negativo
"VAGABUNDA - Por que, você tem medo dele? EDY - Não é bem medo, você sabe que não é bem medo, morô.... Mas é que eu conheço o cara a mil anos. VAGABUNDA - Mas ninguém precisa saber, e só entre eu e você....","vagabund - , med ? edy - bem med , sab bem med , morô .... conheç car mil ano . vagabund - ninguém precis sab , ....",Negativo
"EDY - Como ninguém precisa saber meu? Só basta eu saber daparada, entendeu...? VAGABUNDA - Há, não... EDY - Cara, eu conheço o cara.... É FODA, viu meu....","edy - ninguém precis sab ? bast sab dapar , entend ... ? vagabund - , ... edy - car , conheç car .... fod , viu ....",Neutro
"VAGABUNDA - Mas eu esperei tanto tempo por isso... EDY - É. VAGABUNDA - Agora que eu tenho a oportunidade você medespreza... EDY - Não, não, não tô desprezando, não tô desprezando....","vagabund - esp tant temp ... edy - é. vagabund - agor oportun medespr ... edy - , , tô desprez , tô desprez ....",Negativo
"Só to falando que eu conheço ele... Antes dele namorar com você eu já conhecia ele, a muito tempoentendeu... VAGABUNDA - Olha Edy, eu não aceito não como resposta, eu quero epronto...! EDY - Pô assim eu não aguento, é foda essas mina.","to fal conheç ... ant namor conhec , tempoentend ... vagabund - olh edy , aceit respost , quer epront ... ! edy - pô assim aguent , fod min .",Neutro
"Mulher de aliado meu eu considero homem, não admito dando em cima de mim ou de outros camaradas, são sem-vergonha, não prestam mesmo sendo compromissadas,","mulh ali consider hom , admit dand cim mim outr camar , sem-vergonh , prest send compromiss ,",Negativo
"não criam vergonha na cara, então, escória de safada, quero pedir para ele se ligar, se tocar, só que nas minhas palavras ele não vai acreditar, vai achar que é inveja ou surto parecido","cri vergonh car , ent , escór saf , quer ped lig , toc , palavr vai acredit , vai ach invej surt parec",Negativo
"do outro lado da moeda ela que é o inquérito. Quer tudo na palma da sua mão, a faca, o queijo, o pão e muito mais então Vive dizendo pra que sair fora do vacilão","outr lad moed inquérit . qu tud palm mão , fac , queij , pão ent viv diz pra sair vacil",Neutro
"se ele o tem e a quem mais quiser Melô demais para querer iludir e foi iludido, será que Deus deu o seu castigo merecido está com a mente totalmente atrofiada ( que vacilada )","quis melô demal quer ilud ilud , deu deu castig merec ment total atrofi ( vacil )",Negativo
"Pode crê, lá vai ele com a cabeça enfeitada ( deu entrada ) Está sendo passado pra trás, na lista dos cara de boi está em primeiro lugar Ajoelhou, agora tem que rezar !","pod crê , lá vai cabeç enfeit ( deu entr ) send pass pra trá , list car boi prim lug ajoelh , agor rez !",Negativo
"Ela te troca, troca, troca por outro Eu lamento, o Don Juan das vagabunda, eu lamento ! ( 3x ) Ela é mais uma figura viva obscena...","troc , troc , troc outr lament , don juan vagabund , lament ! ( 3x ) figur viv obscen ...",Negativo
"Eu lamento ! No rebanho de fêmea, ela é a fêmea pior Também a pedra branca no jogo de dominó,","lament ! rebanh fême , fême pi pedr branc jog dominó ,",Negativo
"Ás do baralho, papagaio sem língua árvore sem galho, repentista sem rima. Pode crê, ela bate o pé, ele abaixa a cabeça ela grita na frente dos outros, ele respeita que treta","ás baralh , papagai língu árvor galh , repent rim . pod crê , bat pé , abaix cabeç grit frent outr , respeit tret",Negativo
"Acredita em meias palavras, lágrimas, ( juras ensaiadas ). Eu tenho dó de fulano, beltrano e sicrano, que fica iludido com esse tipo de mulambo, masturbação mental, pra ela é normal,","acredit mei palavr , lágr , ( jur ensai ) . dó fulan , beltr sicr , fic ilud tip mulamb , masturb ment , pra norm ,",Negativo
"agindo discretamente, dando em cima dos conhecidos que não estão interesados em carne mastigada, mas às vezes saem por pensar ( não pega nada... ) Nem estão nem um pouco ligando tratando de mulher, he!,","agind discret , dand cim conhec interes carn mastig , vez sa pens ( peg nad ... ) pouc lig trat mulh , he ! ,",Negativo
"se esquece de quem é mano, consideração ficou pra trás, já não existe mais, mil vezes peço meus pêsames, em poucos amigos se pode confiar,","esquec man , consider fic pra trá , exist , mil vez peç pêsames , pouc amig pod confi ,",Negativo
"mulher então, menos se pode contar não gostam, não vivo, não penso nas minhas palavras pra falar ( oquê... ) mestiça, negra ou branca sempre sai uma vagabunda, não se esqueça, se você ajoelhar, você vai ter que rezar !","mulh ent , menos pod cont gost , viv , pens palavr pra fal ( oqu ... ) mestiç , negr branc sempr sai vagabund , esqueç , ajoelh , vai ter rez !",Negativo
"Ela te troca, troca, troca por outro Eu lamento, o Don Juan das vagabunda, eu lamento ! ( 3x ) Ela te troca, troca, troca por outro","troc , troc , troc outr lament , don juan vagabund , lament ! ( 3x ) troc , troc , troc outr",Negativo
"Eu lamento ! Né não...? Fique de olho na sua mulher, fique atento,","lament ! né ... ? fiqu olh mulh , fiqu atent ,",Negativo
"mesmo sendo de mil anos confie apenas 50 por cento, tire da cabeça que mulher é incapaz, capaz ela é e mentirosa o quanto quiser, nunca se sabe o que se passa na cabeça dela,","send mil ano confi apen 50 cent , tir cabeç mulh incapaz , capaz mentir quant quis , nunc sab pass cabeç ,",Negativo
"muda a cada instante de cão pra cadela, mulher de mano é mesma coisa que homem, não gosto de me envolver nem me imagino, isso é mancada de canalha,","mud cad instant cão pra cadel , mulh man mesm cois hom , gost envolv imagin , manc canalh ,",Negativo
"cuzão, que sempre deu falha mereçe tomar salva de bala na cara ( hê, hê ) Existe 7 mulheres pra cada homem ou mais então pra que cismar, passar seu aliado para trás,","cu , sempr deu falh mereç tom salv bal car ( hê , hê ) exist 7 mulh pra cad hom ent pra cism , pass ali trá ,",Negativo
"e vice-versa mulher também entra nessa mas a metade eu te garanto que não presta Deus não costuma dar asas pra cobra criada mas foi dada, a essa cascavel","vice-vers mulh entr ness metad garant prest deu costum dar asa pra cobr cri dad , casca",Neutro
"Na minha história não perdôo quem pratica traição Nem com o fogo do inferno ela ganhará o perdão ( não ! ) Come e cospe no mesmo prato que usa, ela tem duas, três caras chega até uma dúzia e suga","histór perdô pra tra fog infern ganh perd ( ! ) com cosp prat usa , dua , trê car cheg dúz sug",Negativo
"até finalizar o que você tem e o que você tiver sabe como arrancar pois é, patrício meu sei que não se morde, Edy Rock em pessoa por isso te dou um toque e acorde,","final sab arranc poi , patríci sei mord , edy rock pesso dou toqu acord ,",Neutro
"a bomba pode e vai explodir no meio da sua cara se você não ouvir o que, o descedente negro tem pra falar, inocente ou culpado","bomb pod vai explod mei car ouv , desced negr pra fal , inoc culp",Negativo
"Você vai ter que rezar ! Ela te troca, troca, troca por outro Eu lamento, o Don Juan das vagabunda, eu lamento ! ( 3x )","vai ter rez ! troc , troc , troc outr lament , don juan vagabund , lament ! ( 3x )",Negativo
Ela te troca... Eu lamento... troca por outro...,troc ... lament ... troc outr ...,Negativo
"VAGABUNDA - Mas e aí Blue.... BLUE - Mas e aí, cê namora com meu mano e tal... xavecou meu outro mano, agora quer sair comigo... VAGABUNDA - Mas deixa os dois fora disso...","vagabund - aí blu .... blu - aí , cê nam man tal ... xavec outr man , agor qu sair comig ... vagabund - deix doi diss ...",Negativo
"BLUE - Como deixar fora disso...? VAGABUNDA - É entre eu e você, deixa os dois pra lá... BLUE - Eu e você, eu conheço cara, você deu entrada pro outrocara... E eu conheço dos dois caras, você vem me....","blu - deix diss ... ? vagabund - , deix doi pra lá ... blu - , conheç car , deu entr pro outroc ... conheç doi car , vem ....",Neutro
Este lugar é um pesadelo periférico Fica no pico numérico de população De dia a pivetada a caminho da escola,lug pesadel perifér fic pic numér popul dia pivet caminh escol,Negativo
"À noite vão dormir enquanto os manos ""decola"" Na farinha... hã! Na pedra... hã! Usando droga de monte, que merda! hã! Eu sinto pena da família desses cara","noit vão dorm enquant man `` decol '' far ... hã ! pedr ... hã ! us drog mont , merd ! hã ! sint pen famíl dess car",Negativo
"Eu sinto pena, ele quer mas ele não para! Um exemplo muito ruim pros moleque Pra começar é rapidinho e não tem breque Herdeiro de mais alguma Dona Maria","sint pen , qu ! exempl ruim pro molequ pra começ rapid brequ herd algum don mar",Negativo
"""Cuidado, senhora, tome as rédeas da sua cria!"" Porque o chefe da casa, trabalha e nunca está Ninguém vê sair, ninguém escuta chegar O trabalho ocupa todo o seu tempo","`` cuid , senh , tom réde cri ! '' porqu chef cas , trabalh nunc ninguém vê sair , ninguém escut cheg trabalh ocup tod temp",Negativo
"Hora extra é necessário pro alimento Uns reais a mais no salário Esmola de um patrão, cuzão milionário! Ser escravo do dinheiro é isso, fulano","hor extr necess pro aliment um real salári esmol patrã , cu milion ! escrav dinh , fulan",Negativo
"360 dias por ano, sem plano Se a escravidão acabar pra você Vai viver de quem? Vai viver de quê? O sistema manipula sem ninguém saber","360 dia ano , plan escrav acab pra vai viv ? vai viv quê ? sistem manipul ninguém sab",Negativo
"A lavagem cerebral te fez esquecer Que andar com as próprias pernas não é difícil Mais fácil se entregar, se omitir Nas ruas áridas da selva","lav cerebr fez esquec and própr pern difícil fácil entreg , omit rua árid selv",Negativo
"Eu já vi lágrimas demais, o bastante pra um filme de guerra Aqui a visão já não é tão bela Não existe outro lugar","vi lágr demal , bast pra film guerr aqu vis tão bel exist outr lug",Negativo
Periferia (gente pobre) Aqui a visão já não é tão bela Não existe outro lugar,perif ( gent pobr ) aqu vis tão bel exist outr lug,Neutro
Periferia é periferia Aqui a visão já não é tão bela Não existe outro lugar,perif perif aqu vis tão bel exist outr lug,Neutro
Periferia (gente pobre) Aqui a visão já não é tão bela. Não existe outro lugar,perif ( gent pobr ) aqu vis tão bel . exist outr lug,Neutro
"Periferia é periferia Um mano me disse que quando chegou aqui Tudo era mato e só se lembra de tiro, aí","perif perif man diss cheg aqu tud mat lembr tir , aí",Negativo
"Outro maluco disse que ainda é embaçado Quem não morreu, tá preso, sossegado Quem se casou, quer criar o seu pivete, ou não Cachimbar e ficar doido igual moleque, então","outr maluc diss aind embaç morr , tá pres , sosseg cas , qu cri pivet , cachimb fic doid igual molequ , ent",Negativo
"A covardia dobra a esquina e mora ali Lei do Cão, Lei da Selva, hã Hora de subir! –""Mano, que treta, mano! Mó treta, você viu?","covard dobr esquin mor ali lei cão , lei selv , hã hor sub ! – '' man , tret , man ! mó tret , viu ?",Negativo
"Roubaram o dinheiro daquele tio!"" Que se esforça sol a sol, sem descansar Nossa Senhora o ilumine, nada vai faltar É uma pena. Um mês inteiro de trabalho","roub dinh daquel tio ! '' esforç sol sol , descans senh ilumin , nad vai falt pen . mê int trabalh",Negativo
"Jogado tudo dentro de um cachimbo, caralho! O ódio toma conta de um trabalhador Escravo urbano Um simples nordestino","jog tud dentr cachimb , caralh ! ódi tom cont trabalh escrav urban simpl nordestin",Negativo
"Comprou uma arma pra se auto-defender Quer encontrar O vagabundo, q'essa vez não vai ter... boi –""Qual que foi? (Qual que foi?)""","compr arm pra auto-defend qu encontr vagabund , q'ess vez vai ter ... boi – '' ? ( ? ) ''",Neutro
"Não vai ter... boi –""Qual que foi? (Qual que foi?)"" A revolta deixa o homem de paz imprevisível E sangue no olho, impiedoso e muito mais","vai ter ... boi – '' ? ( ? ) '' revolt deix hom paz imprevis sang olh , impied",Negativo
"Com sede de vingança e prevenido Com ferro na cinta, acorda na Madrugada de quinta Um pilantra andando no quintal","sed vinganç preven ferr cint , acord madrug quint pilantr and quint",Negativo
"Tentando, roubando, as roupas do varal Olha só como é o destino, inevitável! O fim de vagabundo, é lamentável! Aquele puto que roubou ele outro dia","tent , roub , roup varal olh destin , inevit ! fim vagabund , lament ! put roub outr dia",Negativo
"Amanheceu cheio de tiro, ele pedia Dezenove anos jogados fora É foda! Essa noite chove muito","amanhec chei tir , ped dezenov ano jog fod ! noit chov",Negativo
"Por que Deus chora Muita pobreza, estoura violência! Nossa raça está morrendo","deu chor muit pobr , esto viol ! raç morr",Negativo
"Não me diga que está tudo bem! Muita pobreza, estoura violência! Nossa raça está morrendo Não me diga que está tudo bem!","dig tud bem ! muit pobr , esto viol ! raç morr dig tud bem !",Negativo
"Muita pobreza, estoura violência! Nossa raça está morrendo Não me diga que está tudo bem!","muit pobr , esto viol ! raç morr dig tud bem !",Negativo
"Muita pobreza, estoura violência! Nossa raça está morrendo Verdade seja dita!","muit pobr , esto viol ! raç morr verdad dit !",Negativo
"Vi só a alguns anos pra cá, pode acreditar Já foi bastante pra me preocupar Com meus filhos, periferia é tudo igual Todo mundo sente medo de sair de madrugada e tal","vi algum ano pra cá , pod acredit bast pra preocup filh , perif tud igual tod mund sent med sair madrug tal",Negativo
"Ultimamente, andam os doidos pela rua Loucos na fissura, te estranham na loucura Pedir dinheiro é mais fácil que roubar, mano Roubar é mais fácil que trampar, mano","ultim , and doid rua louc fiss , estranh louc ped dinh fácil roub , man roub fácil tramp , man",Negativo
"É complicado O vício tem dois lados Depende disso ou daquilo, ou não, tá tudo errado Eu não vou ficar do lado de ninguém, por quê?","complic víci doi lad depend diss daquil , , tá tud err vou fic lad ninguém , quê ?",Negativo
"Quem vende a droga pra quem? Hã! Vem pra cá de avião ou pelo porto, cais Não conheço pobre dono de aeroporto e mais Fico triste por saber e ver","vend drog pra ? hã ! vem pra cá avi port , cais conheç pobr don aeroport fic trist sab ver",Negativo
Que quem morre no dia a dia é igual a eu e a você Periferia é periferia (Que horas são? Não sei responder),morr dia dia igual perif perif ( hor ? sei respond ),Negativo
"Periferia é periferia (Milhares de casas amontoadas) Periferia é periferia (Vacilou, ficou pequeno. Pode acreditar)","perif perif ( milh cas amonto ) perif perif ( vacil , fic pequen . pod acredit )",Negativo
Periferia é periferia (em qualquer lugar) (Gente pobre) Periferia é periferia,perif perif ( qualqu lug ) ( gent pobr ) perif perif,Negativo
"(Vários botecos abertos, várias escolas vazias) Periferia é periferia (E a maioria por aqui se parece comigo) Periferia é periferia","( vári botec abert , vár escol vaz ) perif perif ( maior aqu parec comig ) perif perif",Negativo
"(Mães chorando, irmãos se matando. Até quando?) Periferia é periferia (Em qualquer lugar. Gente pobre)","( mão chor , irm mat . ? ) perif perif ( qualqu lug . gent pobr )",Negativo
"Periferia é periferia (Aqui, meu irmão, é cada um por si) Periferia é periferia (Molecada sem futuro eu já consigo ver)","perif perif ( aqu , irm , cad si ) perif perif ( molec futur consig ver )",Negativo
"Periferia é periferia (Aliados, drogados, então) Periferia é periferia (em qualquer lugar) (Gente pobre)","perif perif ( ali , drog , ent ) perif perif ( qualqu lug ) ( gent pobr )",Negativo
"Periferia é periferia (Deixe o crack de lado, escute o meu recado) Preto zica, truta meu, disse assim:","perif perif ( deix crack lad , escut rec ) pret zic , trut , diss assim :",Neutro
"""Ih truta, mó fita!"" O truta meu disse assim (vai vendo) Preto zica, truta meu, disse assim: ""Mó fita, mó treta!""","`` ih trut , mó fit ! '' trut diss assim ( vai vend ) pret zic , trut , diss assim : `` mó fit , mó tret ! ''",Negativo
"O truta meu disse assim (que fita) Preto zica, truta meu, disse assim: ""Ih truta, mó fita!"" O truta meu disse assim (vai vendo)","trut diss assim ( fit ) pret zic , trut , diss assim : `` ih trut , mó fit ! '' trut diss assim ( vai vend )",Negativo
"Preto zica, truta meu, disse assim: ""Mó fita, mó treta!"" O truta meu disse assim (que fita)","pret zic , trut , diss assim : `` mó fit , mó tret ! '' trut diss assim ( fit )",Negativo
"Veja quanta ideia, bonitão Os truta aqui tão, no mó conchavo Torcendo por você e calculando seu cada centavo Ficaram cego e a meta é tomar seu lugar","vej quant ide , bonit trut aqu tão , mó conchav torc calcul cad centav fic ceg met tom lug",Neutro
"Intravenosa, venenosa, via jugular Eu não quero tá na pele dos que leva e traz Nem imaginar ou sumariar esse rapaz","intraven , venen , via jugul quer tá pel lev traz imagin sumari rapaz",Negativo
"Salve, mas um truta meu assim me disse: ""Negar dinheiro é o caralho, não fala tolices"" Que nem boliche, vixe, apavorou Mas o resultado é consequência que o mestre falou","salv , trut assim diss : `` neg dinh caralh , fal tolic '' bolich , vix , apavor result consequ mestr fal",Neutro
"É tudo um teste, how! É como peste: Alastra e arrasta até que nada do nada me reste Um truta meu me disse que o chicote estrala","tud test , how ! pest : alastr arrast nad nad rest trut diss chicot estral",Negativo
"O inimigo da risada da sua vala no sofá da sala Como se fala: ""uma bala, escolha a sua!"" Encomenda o fracasso do palhaço em plena luz da lua Quem de alma nua atua na sua mente","inimig ris val sof sal fal : `` bal , escolh ! '' encomend fracass palh plen luz lua alm nua atu ment",Negativo
"Faz você achar que o azar é só mero presente Que aquela treta do passado se torne recente Remanescente, dificilmente sai da guerra cientes","faz ach azar mer pres tret pass torn recent remanesc , dificil sai guerr cient",Negativo
"É deprimente, inocente, não olha pra frente Em cada mente um pensamento desse inconsequente Ou indecente, tente, ou iminente, é quente É simplesmente: São vários e vários doentes","depr , inoc , olh pra frent cad ment pens dess inconsequ indec , tent , imin , quent simples : vári vári doent",Negativo
"Preto zica, truta meu, disse assim: ""Ih truta, mó fita!"" O truta meu disse assim (vai vendo)","pret zic , trut , diss assim : `` ih trut , mó fit ! '' trut diss assim ( vai vend )",Neutro
"Preto zica, truta meu, disse assim: ""Mó fita, mó treta!"" O truta meu disse assim (que fita) Preto zica, truta meu, disse assim:","pret zic , trut , diss assim : `` mó fit , mó tret ! '' trut diss assim ( fit ) pret zic , trut , diss assim :",Negativo
"""Ih truta, mó fita!"" O truta meu disse assim (vai vendo) Preto zica, truta meu, disse assim: ""Mó fita, mó treta!""","`` ih trut , mó fit ! '' trut diss assim ( vai vend ) pret zic , trut , diss assim : `` mó fit , mó tret ! ''",Negativo
"O truta meu disse assim ""Primeira coisa que aprendi a fazer Na minha vida foi isso aqui, ó","trut diss assim `` prim cois aprend faz vid aqu , ó",Neutro
"Ah, é isso"" Só eu sei os desertos que cruzei até aqui (Hey! Pode pá)","ah , '' sei desert cruz aqu ( hey ! pod pá )",Neutro
"Tá lançada a sorte 83 Era legal Sétima série eu tinha 13, pá e tal","tá lanç sort 83 legal sét séri 13 , pá tal",Neutro
Tudo era novo e o tempo brutal O auge era o natal Beijava a boca das mina Nas favelas de cima,tud nov temp brut aug natal beij boc min favel cim,Neutro
Tinha um som e um clima bom O kit era o faroait O quente era o patchouli,som clim bom kit faroait quent patchoul,Neutro
O pica era o Djavan O hit era o Billy Jean Do rock ao black as mais tops Nos dias de mais sorte ouvia elas no Som Pop,pic djavan hit billy jean rock black top dia sort ouv som pop,Neutro
"Muleque magro e fraco invisível na esquina Planejava a chacina da minha mente doente, hein! Sem pai nem parente nem sozinho entre feras","mulequ magr frac invis esquin planej chacin ment doent , hein ! pai parent so fer",Negativo
"Os malandro que era na miséria fizeram mal Meu primo resolve ter revólver Em volta outras revoltas, envolve-se fácil Era guerra com a favela de baixo","malandr misér fiz mal prim resolv ter revólv volt outr revolt , envolve-s fácil guerr favel baix",Negativo
"Sem livro, nem lápis, e o Brasil em colapso Quanto vale Quanto vale","livr , lápis , brasil colaps quant val quant val",Negativo
Quanto vale Quanto vale o show? Aconteceu,quant val quant val show ? acontec,Neutro
"Já é 86, subi aos 16 ao time principal Via em São Paulo tava mil grau, favela pra carai fi Bar em bar, baile em baile, degrau pós degrau Quanto baixo eu pude ir pobre muito mal","86 , sub 16 tim princip via paul tav mil grau , favel pra car fi bar bar , bail bail , degrau pó degrau quant baix pud ir pobr mal",Negativo
"O preto vê mil chances de morrer, morô? Com roupas ou tênis sim, por que não? Artemis, benzina ou Optalidon Tudo pela preza irmão, olha pra mim e diga","pret vê mil chanc morr , morô ? roup tênil sim , ? artemil , benzin optalidon tud prez irm , olh pra mim dig",Negativo
Vale quanto pesa ou não? Quanto vale Quanto vale,val quant pes ? quant val quant val,Neutro
Quanto vale Quanto vale o show? A César o que é de César primeira impressão,quant val quant val show ? cés cés prim impress,Neutro
"Os muleque tinha pressa mano Que funk louco, que onda é essa mano? E assim, meus parceirinho virou ladrão É que malandro é malandro mesmo, e várias fita","mulequ press man funk louc , ond man ? assim , parce vir ladr malandr malandr , vár fit",Negativo
"Era Bezerra era o que tava tendo, malandro rife Outros papo, outras gírias mais outras grifes Cristian Dior, Samira, Le Coq Sportif Gshock eu tive sim, calça com pizza eu fiz","bezerr tav tend , malandr rif outr pap , outr gír outr grif cristian di , sam , le coq sportif gshock sim , calç pizz fiz",Neutro
"Brasil é osso, ideia fixa eu tinha, porque Pardinho, igual eu assim, era um monte, uma pá Fui garimpar, cruzei a ponte pra lá","brasil oss , ide fix , porqu pard , igual assim , mont , pá garimp , cruz pont pra lá",Neutro
"Hey zica Isso significa que era naquele pique, tocando repique de mão, jow No auge da Chic Show, nos traje, Curtis Blow era o cara Curtição da massa, era luxo, só viver pra dançar","hey zic signif naquel piqu , toc repiqu mão , jow aug chic show , traj , curtil blow car curt mass , lux , viv pra danç",Neutro
"Fui ver Sandra Sá, Whodini eu curti A vitrine Pierre Cardin, Gucci, Fiorucci, Yves St Laurent, Indigo Blue Corpo negro semi-nu encontrado no lixão em São Paulo","ver sandr sá , whodin curt vitrin pierr cardin , gucc , fiorucc , yve st laurent , indig blu corp negr semi-nu encontr lix paul",Negativo
"A última a abolir a escravidão Dezembro sangrento SP, mundo cão promete Nuvens e valas, chuvas de balas em 87 Quanto vale?","últ abol escrav dezembr sangrent sp , mund cão promet nuv val , chuv bal 87 quant val ?",Negativo
"Quanto vale o show? Éh... Ai choque, a união é um sonho","quant val show ? éh ... ai choqu , uni sonh",Neutro
"Talvez só exista no céu, Se ta ligado, traidor é mato, e a traição tem gosto de ferro. (Paw Paw Paw) Nem é com nóis, mas se esconde ladrão,","talv exist céu , ta lig , trai mat , tra gost ferr . ( paw paw paw ) nóil , escond ladr ,",Negativo
"Tem mais um judas sangrando na via, já passou sexta feira da paixão? Nas ruas da sul, a tensão só aumenta, o amor agoniza, a misericórdia é rara.. Uma cedônia no rosa, no pirajuçara.. Mas enquanto ouver um filha da puta justo, essa porra ainda não ta perdida.","jud sangr via , pass sext feir paix ? rua sul , tens aument , am agoniz , misericórd rar .. cedôn ros , pirajuç .. enquant ouv filh put just , porr aind ta perd .",Negativo
"Cachorro Loco Mano Brown, apresenta os comparças. Sabedoria de Vida Sinceramente é foda conseguir, alguma coisa na vida que nos faça feliz, Mas quem procura acha, pode vir que tem.","cachorr loc man brown , apresent comparç . sabed vid sinc fod consegu , algum cois vid faç feliz , proc ach , pod vir .",Neutro
"Não tem valor quem, despreza tudo o que tem Tenho familia mãe, pai e irmãos também, todos me querem muito bem. Mas bem aqui é foda de ficar, tem uma pá de cara que quer nos derrubar. A inveja que promove tudo isso, ele ainda fala que é nosso amigo, e diz que só quer o nosso bem.","val , despr tud famil mãe , pai irm , tod quer bem . bem aqu fod fic , pá car qu derrub . invej promov tud , aind fal amig , diz qu bem .",Negativo
"Mas falso quenem ele eu não conheço ninguém, mas se você se tocou vamos mais além, Sabedoria de vida, pode vir que tem. Quem procura acha, pode vir que tem. (Vem vem, pode vir que tem)","fals quen conheç ninguém , toc vam além , sabed vid , pod vir . proc ach , pod vir . ( vem vem , pod vir )",Neutro
"Mano que é mano não tira Ninguém. Tem o que você quiser, e imaginar, pagou um pau já era, pode acreditar. Não quero te matar, apenas te alertar apenas uma frase pode te derrubar.","man man tir ninguém . quis , imagin , pag pau , pod acredit . quer mat , apen alert apen fras pod derrub .",Negativo
"Uma frase feita com sabedoria, scrash, rimas e sabedoria Racistas otários nos deixem em paz Pois as famílias pobres não aguentam mais","fras feit sabed , scrash , rim sabed racist otári deix paz poi famíl pobr aguent",Negativo
Pois todos sabem e elas temem A indiferença por gente carente que se tem E eles veem Por toda autoridade o preconceito eterno,poi tod sab tem indiferenç gent carent ve tod autoridad preconceit etern,Negativo
E de repente o nosso espaço se transforma Num verdadeiro inferno e reclamar direitos De que forma Se somos meros cidadãos,repent espaç transform verd infern reclam direit form mer cidad,Negativo
E eles o sistema E a nossa desinformação é o maior problema Mas mesmo assim enfim Queremos ser iguais,sistem desinform mai problem assim enfim quer igual,Negativo
Racistas otários nos deixem em paz Racistas otários nos deixem em paz,racist otári deix paz racist otári deix paz,Negativo
Justiça Em nome disse eles são pagos Mas a noção que se tem É limitada e eu sei,justiç nom diss pag noç limit sei,Neutro
Que a lei É implacável com os oprimidos Tornam bandidos os que eram pessoas de bem Pois já é tão claro que é mais fácil dizer,lei implac oprim torn band pesso bem poi tão clar fácil diz,Negativo
Que eles são os certos e o culpado é você Se existe ou não a culpa Ninguém se preocupa Pois em todo caso haverá sempre uma desculpa,cert culp exist culp ninguém preocup poi tod cas hav sempr desculp,Negativo
O abuso é demais Pra eles tanto faz Não passará de simples fotos nos jornais Pois gente negra e carente,abus demal pra tant faz pass simpl fot jorn poi gent negr carent,Negativo
Não muito influente E pouco frequente nas colunas sociais Então eu digo meu rapaz Esteja constante ou abrirão o seu bolso,influ pouc frequ colun soc ent dig rapaz const abr bols,Neutro
E jogarão um flagrante num presídio qualquer Será um irmão a mais Racistas otários nos deixem em paz,jog flagr presídi qualqu irm racist otári deix paz,Negativo
Racistas otários nos deixem em paz Então a velha história outra vez se repete Por um sistema falido,racist otári deix paz ent velh histór outr vez repet sistem fal,Negativo
Como marionetes nós somos movidos E há muito tempo tem sido assim Nos empurram à incerteza e ao crime enfim Porque aí certamente estão se preparando,marionet mov temp sid assim empurr incert crim enfim porqu aí cert prepar,Negativo
Com carros e armas nos esperando E os poderosos me seguram observando O rotineiro Holocausto urbano O sistema é racista cruel,carr arm esper poder segur observ rotin holocaust urban sistem racist cruel,Negativo
Levam cada vez mais Irmãos aos bancos dos réus Os sociólogos preferem ser imparciais E dizem ser financeiro o nosso dilema,lev cad vez irm banc réu sociólog pref imparc diz financ dilem,Negativo
Mas se analisarmos bem mais você descobre Que negro e branco pobre se parecem Mas não são iguais Crianças vão nascendo,analis bem descobr negr branc pobr parec igual crianç vão nasc,Neutro
Em condições bem precárias Se desenvolvendo sem a paz necessária São filhos de pais sofridos E por esse mesmo motivo,cond bem precár desenvolv paz necessár filh pal sofr motiv,Negativo
Nível de informação é um tanto reduzido Não É um absurdo São pessoas assim que se fodem com tudo,nível inform tant reduz absurd pesso assim fod tud,Negativo
E que no dia a dia vive tensa e insegura E sofre as covardias humilhações torturas A conclusão é sua KL Jay Porém direi para vocês irmãos,dia dia viv tens inseg sofr covard humilh tort conclus kl jay porém dir irm,Negativo
Nossos motivos pra lutar ainda são os mesmos O preconceito e desprezo ainda são iguais Nós somos negros também temos nossos ideais Racistas otários nos deixem em paz,motiv pra lut aind mesm preconceit desprez aind igual negr ideal racist otári deix paz,Negativo
Racistas otários nos deixem em paz Os poderosos são covardes desleais,racist otári deix paz poder cov desleal,Negativo
Espancam negros nas ruas por motivos banais E nossos ancestrais Por igualdade lutaram Se rebelaram morreram,espanc negr rua motiv banal ancestr igualdad lut rebel morr,Negativo
E hoje o que fazemos Assistimos a tudo de braços cruzados Até parece que nem somos nós os prejudicados Enquanto você sossegado foge da questão,hoj faz assist tud braç cruz parec prejudic enquant sosseg fog quest,Negativo
Eles circulam na rua com uma descrição Que é parecida com a sua Cabelo cor e feição Será que eles veem em nós um marginal padrão,circul rua descr parec cabel cor feiçã ve marg padr,Neutro
